# t(s), PGD_base(m), Drift_abs(m), Drift_norm(mm/m), Prob(%)
16.550, 6.964362e-06, 1.025021e-05, 0.01, 0.00
16.555, 6.964362e-06, 1.025021e-05, 0.01, 0.00
16.560, 6.964362e-06, 1.025021e-05, 0.01, 0.00
16.565, 6.964362e-06, 1.025021e-05, 0.01, 0.00
16.570, 6.964362e-06, 1.025021e-05, 0.01, 0.00
16.575, 6.964362e-06, 1.025021e-05, 0.01, 0.00
16.580, 6.964362e-06, 1.025021e-05, 0.01, 0.00
16.585, 6.964362e-06, 1.025021e-05, 0.01, 0.00
16.590, 6.964362e-06, 1.025021e-05, 0.01, 0.00
16.595, 6.964362e-06, 1.025021e-05, 0.01, 0.00
16.600, 6.964362e-06, 1.025021e-05, 0.01, 0.00
16.605, 6.964362e-06, 1.025021e-05, 0.01, 0.00
16.610, 6.964362e-06, 1.025021e-05, 0.01, 0.00
16.615, 6.964362e-06, 1.025021e-05, 0.01, 0.00
16.620, 6.964362e-06, 1.025021e-05, 0.01, 0.00
16.625, 6.964362e-06, 1.025021e-05, 0.01, 0.00
16.630, 6.964362e-06, 1.025021e-05, 0.01, 0.00
16.635, 6.964362e-06, 1.025021e-05, 0.01, 0.00
16.640, 6.964362e-06, 1.025021e-05, 0.01, 0.00
16.645, 6.964362e-06, 1.025021e-05, 0.01, 0.00
16.650, 6.964362e-06, 1.025021e-05, 0.01, 0.00
16.655, 6.964362e-06, 1.025021e-05, 0.01, 0.00
16.660, 6.964362e-06, 1.025021e-05, 0.01, 0.00
16.665, 6.964362e-06, 1.025021e-05, 0.01, 0.00
16.670, 6.964362e-06, 1.025021e-05, 0.01, 0.00
16.675, 6.964362e-06, 1.025021e-05, 0.01, 0.00
16.680, 6.964362e-06, 1.025021e-05, 0.01, 0.00
16.685, 6.964362e-06, 1.025021e-05, 0.01, 0.00
16.690, 6.964362e-06, 1.025021e-05, 0.01, 0.00
16.695, 6.964362e-06, 1.025021e-05, 0.01, 0.00
16.700, 6.964362e-06, 1.025021e-05, 0.01, 0.00
16.705, 6.964362e-06, 1.025021e-05, 0.01, 0.00
16.710, 6.964362e-06, 1.025021e-05, 0.01, 0.00
16.715, 6.964362e-06, 1.025021e-05, 0.01, 0.00
16.720, 6.964362e-06, 1.025021e-05, 0.01, 0.00
16.725, 6.964362e-06, 1.025021e-05, 0.01, 0.00
16.730, 6.964362e-06, 1.025021e-05, 0.01, 0.00
16.735, 6.964362e-06, 1.025021e-05, 0.01, 0.00
16.740, 6.964362e-06, 1.025021e-05, 0.01, 0.00
16.745, 6.964362e-06, 1.025021e-05, 0.01, 0.00
16.750, 6.964362e-06, 1.025021e-05, 0.01, 0.00
16.755, 6.964362e-06, 1.025021e-05, 0.01, 0.00
16.760, 6.964362e-06, 1.025021e-05, 0.01, 0.00
16.765, 6.964362e-06, 1.025021e-05, 0.01, 0.00
16.770, 6.964362e-06, 1.025021e-05, 0.01, 0.00
16.775, 6.964362e-06, 1.025021e-05, 0.01, 0.00
16.780, 6.964362e-06, 1.025021e-05, 0.01, 0.00
16.785, 6.964362e-06, 1.025021e-05, 0.01, 0.00
16.790, 6.964362e-06, 1.025021e-05, 0.01, 0.00
16.795, 6.964362e-06, 1.025021e-05, 0.01, 0.00
16.800, 6.964362e-06, 1.025021e-05, 0.01, 0.00
16.805, 6.964362e-06, 1.025021e-05, 0.01, 0.00
16.810, 6.964362e-06, 1.025021e-05, 0.01, 0.00
16.815, 6.964362e-06, 1.025021e-05, 0.01, 0.00
16.820, 6.964362e-06, 1.025021e-05, 0.01, 0.00
16.825, 6.964362e-06, 1.025021e-05, 0.01, 0.00
16.830, 6.964362e-06, 1.025021e-05, 0.01, 0.00
16.835, 6.964362e-06, 1.025021e-05, 0.01, 0.00
16.840, 6.964362e-06, 1.025021e-05, 0.01, 0.00
16.845, 6.964362e-06, 1.025021e-05, 0.01, 0.00
16.850, 6.964362e-06, 1.025021e-05, 0.01, 0.00
16.855, 6.964362e-06, 1.025021e-05, 0.01, 0.00
16.860, 6.964362e-06, 1.025021e-05, 0.01, 0.00
16.865, 6.964362e-06, 1.025021e-05, 0.01, 0.00
16.870, 6.964362e-06, 1.025021e-05, 0.01, 0.00
16.875, 6.964362e-06, 1.025021e-05, 0.01, 0.00
16.880, 6.964362e-06, 1.025021e-05, 0.01, 0.00
16.885, 6.964362e-06, 1.025021e-05, 0.01, 0.00
16.890, 6.964362e-06, 1.025021e-05, 0.01, 0.00
16.895, 6.964362e-06, 1.025021e-05, 0.01, 0.00
16.900, 6.964362e-06, 1.025021e-05, 0.01, 0.00
16.905, 6.964362e-06, 1.025021e-05, 0.01, 0.00
16.910, 6.964362e-06, 1.025021e-05, 0.01, 0.00
16.915, 6.964362e-06, 1.025021e-05, 0.01, 0.00
16.920, 6.964362e-06, 1.025021e-05, 0.01, 0.00
16.925, 6.964362e-06, 1.025021e-05, 0.01, 0.00
16.930, 6.964362e-06, 1.025021e-05, 0.01, 0.00
16.935, 6.964362e-06, 1.025021e-05, 0.01, 0.00
16.940, 6.964362e-06, 1.025021e-05, 0.01, 0.00
16.945, 6.964362e-06, 1.025021e-05, 0.01, 0.00
16.950, 6.964362e-06, 1.025021e-05, 0.01, 0.00
16.955, 6.964362e-06, 1.025021e-05, 0.01, 0.00
16.960, 6.964362e-06, 1.025021e-05, 0.01, 0.00
16.965, 6.964362e-06, 1.025021e-05, 0.01, 0.00
16.970, 6.964362e-06, 1.025021e-05, 0.01, 0.00
16.975, 6.964362e-06, 1.025021e-05, 0.01, 0.00
16.980, 6.964362e-06, 1.025021e-05, 0.01, 0.00
16.985, 6.964362e-06, 1.025021e-05, 0.01, 0.00
16.990, 6.964362e-06, 1.025021e-05, 0.01, 0.00
16.995, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.000, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.005, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.010, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.015, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.020, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.025, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.030, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.035, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.040, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.045, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.050, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.055, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.060, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.065, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.070, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.075, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.080, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.085, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.090, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.095, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.100, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.105, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.110, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.115, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.120, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.125, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.130, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.135, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.140, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.145, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.150, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.155, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.160, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.165, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.170, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.175, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.180, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.185, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.190, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.195, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.200, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.205, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.210, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.215, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.220, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.225, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.230, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.235, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.240, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.245, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.250, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.255, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.260, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.265, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.270, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.275, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.280, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.285, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.290, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.295, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.300, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.305, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.310, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.315, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.320, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.325, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.330, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.335, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.340, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.345, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.350, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.355, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.360, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.365, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.370, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.375, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.380, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.385, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.390, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.395, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.400, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.405, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.410, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.415, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.420, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.425, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.430, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.435, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.440, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.445, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.450, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.455, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.460, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.465, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.470, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.475, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.480, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.485, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.490, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.495, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.500, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.505, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.510, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.515, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.520, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.525, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.530, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.535, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.540, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.545, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.550, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.555, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.560, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.565, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.570, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.575, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.580, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.585, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.590, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.595, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.600, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.605, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.610, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.615, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.620, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.625, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.630, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.635, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.640, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.645, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.650, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.655, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.660, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.665, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.670, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.675, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.680, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.685, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.690, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.695, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.700, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.705, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.710, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.715, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.720, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.725, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.730, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.735, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.740, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.745, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.750, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.755, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.760, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.765, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.770, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.775, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.780, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.785, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.790, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.795, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.800, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.805, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.810, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.815, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.820, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.825, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.830, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.835, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.840, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.845, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.850, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.855, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.860, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.865, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.870, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.875, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.880, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.885, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.890, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.895, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.900, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.905, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.910, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.915, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.920, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.925, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.930, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.935, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.940, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.945, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.950, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.955, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.960, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.965, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.970, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.975, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.980, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.985, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.990, 6.964362e-06, 1.025021e-05, 0.01, 0.00
17.995, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.000, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.005, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.010, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.015, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.020, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.025, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.030, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.035, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.040, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.045, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.050, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.055, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.060, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.065, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.070, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.075, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.080, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.085, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.090, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.095, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.100, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.105, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.110, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.115, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.120, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.125, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.130, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.135, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.140, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.145, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.150, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.155, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.160, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.165, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.170, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.175, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.180, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.185, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.190, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.195, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.200, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.205, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.210, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.215, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.220, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.225, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.230, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.235, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.240, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.245, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.250, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.255, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.260, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.265, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.270, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.275, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.280, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.285, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.290, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.295, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.300, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.305, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.310, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.315, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.320, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.325, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.330, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.335, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.340, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.345, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.350, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.355, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.360, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.365, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.370, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.375, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.380, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.385, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.390, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.395, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.400, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.405, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.410, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.415, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.420, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.425, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.430, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.435, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.440, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.445, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.450, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.455, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.460, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.465, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.470, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.475, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.480, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.485, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.490, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.495, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.500, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.505, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.510, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.515, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.520, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.525, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.530, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.535, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.540, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.545, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.550, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.555, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.560, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.565, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.570, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.575, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.580, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.585, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.590, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.595, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.600, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.605, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.610, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.615, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.620, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.625, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.630, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.635, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.640, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.645, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.650, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.655, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.660, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.665, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.670, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.675, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.680, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.685, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.690, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.695, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.700, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.705, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.710, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.715, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.720, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.725, 6.964362e-06, 1.025021e-05, 0.01, 0.00
