# t(s), PGD_base(m), Drift_abs(m), Drift_norm(mm/m), Prob(%)
14.370, 4.894273e-06, 4.695798e-06, 0.00, 0.00
14.375, 4.894273e-06, 4.695798e-06, 0.00, 0.00
14.380, 4.894273e-06, 4.695798e-06, 0.00, 0.00
14.385, 4.894273e-06, 4.695798e-06, 0.00, 0.00
14.390, 4.894273e-06, 4.695798e-06, 0.00, 0.00
14.395, 4.894273e-06, 4.695798e-06, 0.00, 0.00
14.400, 4.894273e-06, 4.695798e-06, 0.00, 0.00
14.405, 4.894273e-06, 4.695798e-06, 0.00, 0.00
14.410, 4.894273e-06, 4.695798e-06, 0.00, 0.00
14.415, 4.894273e-06, 4.695798e-06, 0.00, 0.00
14.420, 4.894273e-06, 4.695798e-06, 0.00, 0.00
14.425, 4.894273e-06, 4.695798e-06, 0.00, 0.00
14.430, 4.894273e-06, 4.695798e-06, 0.00, 0.00
14.435, 4.894273e-06, 4.695798e-06, 0.00, 0.00
14.440, 4.894273e-06, 4.695798e-06, 0.00, 0.00
14.445, 4.894273e-06, 4.695798e-06, 0.00, 0.00
14.450, 4.894273e-06, 4.695798e-06, 0.00, 0.00
14.455, 4.894273e-06, 4.695798e-06, 0.00, 0.00
14.460, 4.894273e-06, 4.695798e-06, 0.00, 0.00
14.465, 4.894273e-06, 4.695798e-06, 0.00, 0.00
14.470, 4.894273e-06, 4.695798e-06, 0.00, 0.00
14.475, 4.894273e-06, 4.695798e-06, 0.00, 0.00
14.480, 4.894273e-06, 4.695798e-06, 0.00, 0.00
14.485, 4.894273e-06, 4.695798e-06, 0.00, 0.00
14.490, 4.894273e-06, 4.695798e-06, 0.00, 0.00
14.495, 4.894273e-06, 4.695798e-06, 0.00, 0.00
14.500, 4.894273e-06, 4.695798e-06, 0.00, 0.00
14.505, 4.894273e-06, 4.695798e-06, 0.00, 0.00
14.510, 4.894273e-06, 4.695798e-06, 0.00, 0.00
14.515, 4.894273e-06, 4.695798e-06, 0.00, 0.00
14.520, 4.894273e-06, 4.695798e-06, 0.00, 0.00
14.525, 4.894273e-06, 4.695798e-06, 0.00, 0.00
14.530, 4.894273e-06, 4.695798e-06, 0.00, 0.00
14.535, 4.894273e-06, 4.695798e-06, 0.00, 0.00
14.540, 4.894273e-06, 4.695798e-06, 0.00, 0.00
14.545, 4.894273e-06, 4.695798e-06, 0.00, 0.00
14.550, 4.894273e-06, 4.695798e-06, 0.00, 0.00
14.555, 4.894273e-06, 4.695798e-06, 0.00, 0.00
14.560, 4.894273e-06, 4.695798e-06, 0.00, 0.00
14.565, 4.894273e-06, 4.695798e-06, 0.00, 0.00
14.570, 4.894273e-06, 4.695798e-06, 0.00, 0.00
14.575, 4.894273e-06, 4.695798e-06, 0.00, 0.00
14.580, 4.894273e-06, 4.695798e-06, 0.00, 0.00
14.585, 4.894273e-06, 4.695798e-06, 0.00, 0.00
14.590, 4.894273e-06, 4.695798e-06, 0.00, 0.00
14.595, 4.894273e-06, 4.695798e-06, 0.00, 0.00
14.600, 4.894273e-06, 4.695798e-06, 0.00, 0.00
14.605, 4.894273e-06, 4.695798e-06, 0.00, 0.00
14.610, 4.894273e-06, 4.695798e-06, 0.00, 0.00
14.615, 4.894273e-06, 4.695798e-06, 0.00, 0.00
14.620, 4.894273e-06, 4.695798e-06, 0.00, 0.00
14.625, 4.894273e-06, 4.695798e-06, 0.00, 0.00
14.630, 4.894273e-06, 4.695798e-06, 0.00, 0.00
14.635, 4.894273e-06, 4.695798e-06, 0.00, 0.00
14.640, 4.894273e-06, 4.695798e-06, 0.00, 0.00
14.645, 4.894273e-06, 4.695798e-06, 0.00, 0.00
14.650, 4.894273e-06, 4.695798e-06, 0.00, 0.00
14.655, 4.894273e-06, 4.695798e-06, 0.00, 0.00
14.660, 4.894273e-06, 4.695798e-06, 0.00, 0.00
14.665, 4.894273e-06, 4.695798e-06, 0.00, 0.00
14.670, 4.894273e-06, 4.695798e-06, 0.00, 0.00
14.675, 4.894273e-06, 4.695798e-06, 0.00, 0.00
14.680, 4.894273e-06, 5.213793e-06, 0.00, 0.00
14.685, 4.894273e-06, 5.752765e-06, 0.00, 0.00
14.690, 4.894273e-06, 6.038316e-06, 0.00, 0.00
14.695, 4.894273e-06, 6.038316e-06, 0.00, 0.00
14.700, 4.894273e-06, 6.038316e-06, 0.00, 0.00
14.705, 4.894273e-06, 6.038316e-06, 0.00, 0.00
14.710, 4.894273e-06, 6.038316e-06, 0.00, 0.00
14.715, 4.894273e-06, 6.038316e-06, 0.00, 0.00
14.720, 4.894273e-06, 6.038316e-06, 0.00, 0.00
14.725, 4.894273e-06, 6.038316e-06, 0.00, 0.00
14.730, 4.894273e-06, 6.038316e-06, 0.00, 0.00
14.735, 4.894273e-06, 6.038316e-06, 0.00, 0.00
14.740, 4.894273e-06, 6.038316e-06, 0.00, 0.00
14.745, 4.894273e-06, 6.038316e-06, 0.00, 0.00
14.750, 4.894273e-06, 6.038316e-06, 0.00, 0.00
14.755, 4.894273e-06, 6.038316e-06, 0.00, 0.00
14.760, 4.894273e-06, 6.038316e-06, 0.00, 0.00
14.765, 4.894273e-06, 6.038316e-06, 0.00, 0.00
14.770, 4.894273e-06, 6.038316e-06, 0.00, 0.00
14.775, 4.894273e-06, 6.038316e-06, 0.00, 0.00
14.780, 4.894273e-06, 6.038316e-06, 0.00, 0.00
14.785, 4.894273e-06, 6.038316e-06, 0.00, 0.00
14.790, 4.894273e-06, 6.038316e-06, 0.00, 0.00
14.795, 4.894273e-06, 6.038316e-06, 0.00, 0.00
14.800, 4.894273e-06, 6.038316e-06, 0.00, 0.00
14.805, 4.894273e-06, 6.038316e-06, 0.00, 0.00
14.810, 4.894273e-06, 6.038316e-06, 0.00, 0.00
14.815, 4.894273e-06, 6.038316e-06, 0.00, 0.00
14.820, 4.894273e-06, 6.038316e-06, 0.00, 0.00
14.825, 4.894273e-06, 6.874334e-06, 0.01, 0.00
14.830, 4.894273e-06, 7.975952e-06, 0.01, 0.00
14.835, 4.894273e-06, 8.641719e-06, 0.01, 0.00
14.840, 4.894273e-06, 8.651449e-06, 0.01, 0.00
14.845, 4.894273e-06, 8.651449e-06, 0.01, 0.00
14.850, 4.894273e-06, 8.651449e-06, 0.01, 0.00
14.855, 4.894273e-06, 8.651449e-06, 0.01, 0.00
14.860, 4.894273e-06, 8.651449e-06, 0.01, 0.00
14.865, 4.894273e-06, 8.651449e-06, 0.01, 0.00
14.870, 4.894273e-06, 8.651449e-06, 0.01, 0.00
14.875, 4.894273e-06, 8.651449e-06, 0.01, 0.00
14.880, 4.894273e-06, 8.651449e-06, 0.01, 0.00
14.885, 4.894273e-06, 8.651449e-06, 0.01, 0.00
14.890, 4.894273e-06, 8.651449e-06, 0.01, 0.00
14.895, 4.894273e-06, 8.651449e-06, 0.01, 0.00
14.900, 4.894273e-06, 8.651449e-06, 0.01, 0.00
14.905, 4.894273e-06, 8.651449e-06, 0.01, 0.00
14.910, 4.894273e-06, 8.651449e-06, 0.01, 0.00
14.915, 4.894273e-06, 8.651449e-06, 0.01, 0.00
14.920, 4.894273e-06, 8.651449e-06, 0.01, 0.00
14.925, 4.894273e-06, 8.651449e-06, 0.01, 0.00
14.930, 4.894273e-06, 8.651449e-06, 0.01, 0.00
14.935, 4.894273e-06, 8.651449e-06, 0.01, 0.00
14.940, 4.894273e-06, 8.651449e-06, 0.01, 0.00
14.945, 4.894273e-06, 8.651449e-06, 0.01, 0.00
14.950, 4.894273e-06, 8.651449e-06, 0.01, 0.00
14.955, 4.894273e-06, 8.651449e-06, 0.01, 0.00
14.960, 4.894273e-06, 8.651449e-06, 0.01, 0.00
14.965, 4.894273e-06, 8.651449e-06, 0.01, 0.00
14.970, 4.894273e-06, 8.651449e-06, 0.01, 0.00
14.975, 4.894273e-06, 8.651449e-06, 0.01, 0.00
14.980, 4.894273e-06, 8.651449e-06, 0.01, 0.00
14.985, 4.894273e-06, 8.651449e-06, 0.01, 0.00
14.990, 4.894273e-06, 8.651449e-06, 0.01, 0.00
14.995, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.000, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.005, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.010, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.015, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.020, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.025, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.030, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.035, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.040, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.045, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.050, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.055, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.060, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.065, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.070, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.075, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.080, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.085, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.090, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.095, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.100, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.105, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.110, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.115, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.120, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.125, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.130, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.135, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.140, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.145, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.150, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.155, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.160, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.165, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.170, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.175, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.180, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.185, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.190, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.195, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.200, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.205, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.210, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.215, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.220, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.225, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.230, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.235, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.240, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.245, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.250, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.255, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.260, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.265, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.270, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.275, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.280, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.285, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.290, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.295, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.300, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.305, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.310, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.315, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.320, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.325, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.330, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.335, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.340, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.345, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.350, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.355, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.360, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.365, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.370, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.375, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.380, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.385, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.390, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.395, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.400, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.405, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.410, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.415, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.420, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.425, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.430, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.435, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.440, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.445, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.450, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.455, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.460, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.465, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.470, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.475, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.480, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.485, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.490, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.495, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.500, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.505, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.510, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.515, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.520, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.525, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.530, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.535, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.540, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.545, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.550, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.555, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.560, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.565, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.570, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.575, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.580, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.585, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.590, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.595, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.600, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.605, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.610, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.615, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.620, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.625, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.630, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.635, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.640, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.645, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.650, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.655, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.660, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.665, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.670, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.675, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.680, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.685, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.690, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.695, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.700, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.705, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.710, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.715, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.720, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.725, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.730, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.735, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.740, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.745, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.750, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.755, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.760, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.765, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.770, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.775, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.780, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.785, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.790, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.795, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.800, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.805, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.810, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.815, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.820, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.825, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.830, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.835, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.840, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.845, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.850, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.855, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.860, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.865, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.870, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.875, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.880, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.885, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.890, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.895, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.900, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.905, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.910, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.915, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.920, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.925, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.930, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.935, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.940, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.945, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.950, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.955, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.960, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.965, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.970, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.975, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.980, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.985, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.990, 4.894273e-06, 8.651449e-06, 0.01, 0.00
15.995, 4.894273e-06, 8.651449e-06, 0.01, 0.00
16.000, 4.894273e-06, 8.651449e-06, 0.01, 0.00
16.005, 4.894273e-06, 8.651449e-06, 0.01, 0.00
16.010, 4.894273e-06, 8.651449e-06, 0.01, 0.00
16.015, 4.894273e-06, 8.651449e-06, 0.01, 0.00
16.020, 4.894273e-06, 8.651449e-06, 0.01, 0.00
16.025, 4.894273e-06, 8.651449e-06, 0.01, 0.00
16.030, 4.894273e-06, 8.651449e-06, 0.01, 0.00
16.035, 4.894273e-06, 8.651449e-06, 0.01, 0.00
16.040, 4.894273e-06, 8.651449e-06, 0.01, 0.00
16.045, 4.894273e-06, 8.651449e-06, 0.01, 0.00
16.050, 4.894273e-06, 8.651449e-06, 0.01, 0.00
16.055, 4.894273e-06, 8.651449e-06, 0.01, 0.00
16.060, 4.894273e-06, 8.651449e-06, 0.01, 0.00
16.065, 4.894273e-06, 8.651449e-06, 0.01, 0.00
16.070, 4.894273e-06, 8.651449e-06, 0.01, 0.00
16.075, 4.894273e-06, 8.651449e-06, 0.01, 0.00
16.080, 4.894273e-06, 8.651449e-06, 0.01, 0.00
16.085, 4.894273e-06, 8.651449e-06, 0.01, 0.00
16.090, 4.894273e-06, 8.651449e-06, 0.01, 0.00
16.095, 4.894273e-06, 8.651449e-06, 0.01, 0.00
16.100, 4.894273e-06, 8.651449e-06, 0.01, 0.00
16.105, 4.894273e-06, 8.651449e-06, 0.01, 0.00
16.110, 4.894273e-06, 8.651449e-06, 0.01, 0.00
16.115, 4.894273e-06, 8.651449e-06, 0.01, 0.00
16.120, 4.894273e-06, 8.651449e-06, 0.01, 0.00
16.125, 4.894273e-06, 8.651449e-06, 0.01, 0.00
16.130, 4.894273e-06, 8.651449e-06, 0.01, 0.00
16.135, 4.894273e-06, 8.651449e-06, 0.01, 0.00
16.140, 4.894273e-06, 8.651449e-06, 0.01, 0.00
16.145, 4.894273e-06, 8.651449e-06, 0.01, 0.00
16.150, 4.894273e-06, 8.651449e-06, 0.01, 0.00
16.155, 4.894273e-06, 8.651449e-06, 0.01, 0.00
16.160, 4.894273e-06, 8.651449e-06, 0.01, 0.00
16.165, 4.894273e-06, 8.651449e-06, 0.01, 0.00
16.170, 4.894273e-06, 8.651449e-06, 0.01, 0.00
16.175, 4.894273e-06, 8.651449e-06, 0.01, 0.00
16.180, 4.894273e-06, 8.651449e-06, 0.01, 0.00
16.185, 4.894273e-06, 8.651449e-06, 0.01, 0.00
16.190, 5.593964e-06, 8.651449e-06, 0.01, 0.00
16.195, 6.030964e-06, 8.651449e-06, 0.01, 0.00
16.200, 6.048641e-06, 8.651449e-06, 0.01, 0.00
16.205, 6.096668e-06, 8.651449e-06, 0.01, 0.00
16.210, 6.240982e-06, 8.651449e-06, 0.01, 0.00
16.215, 6.240982e-06, 8.651449e-06, 0.01, 0.00
16.220, 6.240982e-06, 8.651449e-06, 0.01, 0.00
16.225, 6.240982e-06, 8.651449e-06, 0.01, 0.00
16.230, 6.240982e-06, 8.651449e-06, 0.01, 0.00
16.235, 6.240982e-06, 8.651449e-06, 0.01, 0.00
16.240, 6.240982e-06, 8.651449e-06, 0.01, 0.00
16.245, 6.240982e-06, 8.651449e-06, 0.01, 0.00
16.250, 6.240982e-06, 8.651449e-06, 0.01, 0.00
16.255, 6.240982e-06, 8.651449e-06, 0.01, 0.00
16.260, 6.240982e-06, 8.651449e-06, 0.01, 0.00
16.265, 6.240982e-06, 8.651449e-06, 0.01, 0.00
16.270, 6.240982e-06, 8.651449e-06, 0.01, 0.00
16.275, 6.240982e-06, 8.651449e-06, 0.01, 0.00
16.280, 6.240982e-06, 8.651449e-06, 0.01, 0.00
16.285, 6.240982e-06, 8.651449e-06, 0.01, 0.00
16.290, 6.240982e-06, 8.651449e-06, 0.01, 0.00
16.295, 6.240982e-06, 8.651449e-06, 0.01, 0.00
16.300, 6.240982e-06, 8.651449e-06, 0.01, 0.00
16.305, 6.240982e-06, 8.651449e-06, 0.01, 0.00
16.310, 6.240982e-06, 8.651449e-06, 0.01, 0.00
16.315, 6.240982e-06, 8.651449e-06, 0.01, 0.00
16.320, 6.240982e-06, 9.283335e-06, 0.01, 0.00
16.325, 6.240982e-06, 9.930252e-06, 0.01, 0.00
16.330, 6.240982e-06, 1.025021e-05, 0.01, 0.00
16.335, 6.240982e-06, 1.025021e-05, 0.01, 0.00
16.340, 6.240982e-06, 1.025021e-05, 0.01, 0.00
16.345, 6.240982e-06, 1.025021e-05, 0.01, 0.00
16.350, 6.240982e-06, 1.025021e-05, 0.01, 0.00
16.355, 6.240982e-06, 1.025021e-05, 0.01, 0.00
16.360, 6.240982e-06, 1.025021e-05, 0.01, 0.00
16.365, 6.240982e-06, 1.025021e-05, 0.01, 0.00
16.370, 6.240982e-06, 1.025021e-05, 0.01, 0.00
16.375, 6.240982e-06, 1.025021e-05, 0.01, 0.00
16.380, 6.240982e-06, 1.025021e-05, 0.01, 0.00
16.385, 6.240982e-06, 1.025021e-05, 0.01, 0.00
16.390, 6.386314e-06, 1.025021e-05, 0.01, 0.00
16.395, 6.964362e-06, 1.025021e-05, 0.01, 0.00
16.400, 6.964362e-06, 1.025021e-05, 0.01, 0.00
16.405, 6.964362e-06, 1.025021e-05, 0.01, 0.00
16.410, 6.964362e-06, 1.025021e-05, 0.01, 0.00
16.415, 6.964362e-06, 1.025021e-05, 0.01, 0.00
16.420, 6.964362e-06, 1.025021e-05, 0.01, 0.00
16.425, 6.964362e-06, 1.025021e-05, 0.01, 0.00
16.430, 6.964362e-06, 1.025021e-05, 0.01, 0.00
16.435, 6.964362e-06, 1.025021e-05, 0.01, 0.00
16.440, 6.964362e-06, 1.025021e-05, 0.01, 0.00
16.445, 6.964362e-06, 1.025021e-05, 0.01, 0.00
16.450, 6.964362e-06, 1.025021e-05, 0.01, 0.00
16.455, 6.964362e-06, 1.025021e-05, 0.01, 0.00
16.460, 6.964362e-06, 1.025021e-05, 0.01, 0.00
16.465, 6.964362e-06, 1.025021e-05, 0.01, 0.00
16.470, 6.964362e-06, 1.025021e-05, 0.01, 0.00
16.475, 6.964362e-06, 1.025021e-05, 0.01, 0.00
16.480, 6.964362e-06, 1.025021e-05, 0.01, 0.00
16.485, 6.964362e-06, 1.025021e-05, 0.01, 0.00
16.490, 6.964362e-06, 1.025021e-05, 0.01, 0.00
16.495, 6.964362e-06, 1.025021e-05, 0.01, 0.00
16.500, 6.964362e-06, 1.025021e-05, 0.01, 0.00
16.505, 6.964362e-06, 1.025021e-05, 0.01, 0.00
16.510, 6.964362e-06, 1.025021e-05, 0.01, 0.00
16.515, 6.964362e-06, 1.025021e-05, 0.01, 0.00
16.520, 6.964362e-06, 1.025021e-05, 0.01, 0.00
16.525, 6.964362e-06, 1.025021e-05, 0.01, 0.00
16.530, 6.964362e-06, 1.025021e-05, 0.01, 0.00
16.535, 6.964362e-06, 1.025021e-05, 0.01, 0.00
16.540, 6.964362e-06, 1.025021e-05, 0.01, 0.00
16.545, 6.964362e-06, 1.025021e-05, 0.01, 0.00
